Id,Slug,Title,Subtitle,HostSegmentTitle,ForumId,OrganizationName,EnabledDate,DeadlineDate,ProhibitNewEntrantsDeadlineDate,TeamMergerDeadlineDate,TeamModelDeadlineDate,ModelSubmissionDeadlineDate,FinalLeaderboardHasBeenVerified,HasKernels,OnlyAllowKernelSubmissions,HasLeaderboard,LeaderboardPercentage,LeaderboardDisplayFormat,EvaluationAlgorithmAbbreviation,EvaluationAlgorithmName,EvaluationAlgorithmDescription,EvaluationAlgorithmIsMax,MaxDailySubmissions,NumScoredSubmissions,MaxTeamSize,BanTeamMergers,EnableTeamModels,RewardType,RewardQuantity,NumPrizes,UserRankMultiplier,CanQualifyTiers,TotalTeams,TotalCompetitors,TotalSubmissions,ValidationSetName,ValidationSetValue,EnableSubmissionModelHashes,EnableSubmissionModelAttachments,HostName,CompetitionTypeId,image,internet,tabular,text,basketball,sports,multiclass classification,time series analysis,linguistics,forestry,cycling,binary classification,movies and tv shows,water bodies,board games,card games,regression,marketing,crime,manufacturing,housing,physics,finance,animals,food,artificial intelligence,recommender systems,hotels and accommodations,healthcare,banking,automobiles and vehicles,geography,business,demographics,mobile and wireless,diseases,plants,clothing and accessories,real estate,genetics,adversarial learning,languages,chemistry,weather and climate,literature,nlp,biology,crowdfunding,video,currencies and foreign exchange,news,psychology,computer vision,energy,geology,video games,medicine,astronomy,classification,signal processing,audio,optimization,earth science,research,cancer,text mining,robotics,art,atmospheric science,earth and nature,history,japan,cities and urban areas,geospatial analysis,football,neuroscience,people,education,holidays and cultural events,simulations,tpu,agriculture,covid19,drugs and medications,transportation,tensorflow,reinforcement learning,public health,biotechnology,health,numpy,science and technology,multilabel classification,retail and shopping,logistic regression,environment,public safety,beginner,pollution,primary and secondary schools,clustering,ensembling,computer science,games,puzzles,image classification,health conditions,video classification
4406,denoising-dirty-documents,Denoising Dirty Documents,Remove noise from printed text,Playground,743,Kaggle,06/01/2015 17:27:22,10/05/2015 23:59:00,,,,,True,True,False,True,100,0.0,RMSE,Root Mean Squared Error,Square root of the average of the squared errors.,False,5,2,20,False,False,Knowledge,,1,0.0,False,161,167,798,,,False,False,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4407,crowdflower-search-relevance,Crowdflower Search Results Relevance,Predict the relevance of search results from eCommerce sites,Featured,725,Figure Eight,05/11/2015 20:56:45,07/06/2015 23:59:00,06/29/2015 23:59:00,06/29/2015 23:59:00,08/31/2015 23:59:00,,True,True,False,True,19,0.0,QuadraticWeightedKappa,QuadraticWeightedKappa,Quadratic Weighted Kappa,True,5,2,20,False,True,USD,20000.0,3,1.0,True,1324,1422,23177,,,False,False,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4413,kruki-z-cytadeli,Kruki z Cytadeli,"Konkurs dotyczący klasyfikacji, grywalizowany kurs eksploracji danych @PUT",Community,715,nan,05/04/2015 21:05:33,06/12/2015 23:59:00,,,,,True,False,False,True,50,0.0,AUC,Area Under Receiver Operating Characteristic Curve,"Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]",True,500,1,1,True,False,Knowledge,1.0,1,0.0,False,5,5,99,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4427,mlsd-hw3,MLSD - HW3,Sentence Completion Challenge,Community,724,nan,05/07/2015 15:22:26,05/29/2015 06:00:00,,,,,True,False,False,True,100,0.0,CategorizationAccuracy,Categorization Accuracy,Percentage of correctly categorized items,True,100,2,1,True,False,Knowledge,1.0,1,0.0,False,47,147,739,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4438,avito-context-ad-clicks,Avito Context Ad Clicks,Predict if context ads will earn a user's click,Featured,744,Avito,06/02/2015 17:25:26,07/28/2015 23:59:00,07/21/2015 23:59:00,07/21/2015 23:59:00,08/28/2015 23:59:00,,True,True,False,True,30,0.0,LogLoss,Log Loss,Log Loss,False,5,2,20,False,True,USD,20000.0,3,1.0,True,413,455,5939,,,False,False,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4441,movie-recommendation,Movie Recommendation,Tell Users Which Movies to Watch,Community,731,nan,05/19/2015 18:07:30,05/21/2015 23:59:00,,,,,True,False,False,True,50,0.0,AverageAmongTopP,AverageAmongTop{P},"Average value of response within top p percentage of observations, by group",True,10,10,20,False,False,Knowledge,1.0,1,0.0,False,4,4,6,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4447,competition-fivt-ml-spring-2015,"Competition (FIVT, ML, Spring 2015)","Предскажите, превышает ли годовой доход человека 50000$",Community,736,nan,05/26/2015 15:35:56,06/04/2015 23:59:00,,,,,True,False,False,True,50,0.0,CategorizationAccuracy,Categorization Accuracy,Percentage of correctly categorized items,True,2,2,1,True,False,Knowledge,,1,0.0,False,8,8,27,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4450,hse-itseez-machine-learning-competition-june-2015,HSE & Itseez Machine Learning Competition (June 2015),HSE & Itseez Machine Learning Competition (June 2015),Community,734,nan,05/26/2015 15:33:53,06/07/2015 23:59:00,,,,,True,False,False,True,20,0.0,CategorizationAccuracy,Categorization Accuracy,Percentage of correctly categorized items,True,10,3,1,True,False,Knowledge,,1,0.0,False,32,32,454,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4451,dat21-linear-regression-assignment,DAT21 Linear Regression Assignment,Review exercise on linear regression,Community,737,nan,05/26/2015 21:49:08,06/11/2015 23:59:00,,,,,True,False,False,True,50,0.0,MAE,Mean Absolute Error,Average of the absolute value of each individual error.,False,10,2,4,False,False,Knowledge,1.0,1,0.0,False,24,26,115,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4453,icdm-2015-drawbridge-cross-device-connections,ICDM 2015: Drawbridge Cross-Device Connections,Identify individual users across their digital devices,Featured,742,nan,06/01/2015 16:03:13,08/24/2015 23:59:00,08/17/2015 23:59:00,08/17/2015 23:59:00,09/24/2015 23:59:00,,True,True,False,True,30,0.0,FScoreBetaMicro,F-Score Beta (Micro),"Used for categorization when there are many categories per row, Mean F-score across the rows.",True,2,2,20,False,True,USD,10000.0,3,1.0,True,338,405,2353,,,False,False,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4455,smartphone-user-activity-prediction,Smartphone User Activity Prediction,"Predict if a person is sitting, walking, etc, using their smartphone activities",Community,739,nan,05/28/2015 13:12:50,06/25/2015 23:59:00,,,,,True,False,False,True,30,0.0,CategorizationAccuracy,Categorization Accuracy,Percentage of correctly categorized items,True,10,3,2,False,False,Knowledge,0.0,1,0.0,False,30,30,290,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4456,leehungyi-gi-bong,MLDS_Final,MLDS Final Project.,Community,740,nan,05/29/2015 03:58:13,07/02/2015 15:59:59,,,,,True,False,False,True,50,0.0,LevenshteinMean,Levenshtein Mean,Averages the Levenshtein edit distance of strings,False,8,2,20,False,False,Knowledge,1.0,1,0.0,False,53,142,1486,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4458,sf-crime,San Francisco Crime Classification,Predict the category of crimes that occurred in the city by the bay,Playground,745,Kaggle,06/02/2015 20:51:28,06/06/2016 23:59:00,,,,,True,True,False,True,100,0.0,MulticlassLoss,Multiclass Loss,"Negative log likelihood divided by the number of observations--solution is true category label (0 to n-1), submission is columns where Jth row is pred. prob. of J. Normalizes submission rows so sum is 1.",False,5,2,20,False,False,Knowledge,0.0,1,0.0,False,2331,2859,18370,,,False,False,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4459,introducing-kaggle-scripts,Introducing Kaggle Scripts,Your code deserves better,Playground,758,Kaggle,07/07/2015 20:56:25,09/28/2015 23:59:00,,,,,True,True,False,False,70,0.0,RMSE,Root Mean Squared Error,Square root of the average of the squared errors.,False,5,2,20,False,False,Swag,0.0,13,0.0,False,0,0,0,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4466,ad120151-firstround,Análise de dados 1 - UFCG - First Round,"A partir do histórico de um aluno, prever se ele irá evadir ou não. Esse round é referente aos alunos de 2014.1 com período relativo 1.",Community,747,nan,06/11/2015 14:58:21,07/21/2015 23:59:00,,,,,True,False,False,True,50,0.0,FScoreMicro,F-Score (Micro),"Used for categorization when there are many categories per row, Mean F-score across the rows.",True,2,2,1,True,False,Knowledge,0.0,1,0.0,False,14,14,55,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4467,machinery-tube-pricing,Machinery Tube Pricing,Model quoted prices for industrial tube assemblies,Featured,752,nan,06/29/2015 16:32:23,08/31/2015 23:59:00,08/24/2015 23:59:00,08/24/2015 23:59:00,10/24/2015 23:59:00,,True,True,False,True,30,0.0,RMSLE,Root Mean Squared Logarithmic Error,Square root of the average of the squared natural logarithm (plus one) error. Useful when it's more important to accurately predict lower magnitude values rather than precisely predicting higher magnitude values.,False,5,2,20,False,True,USD,30000.0,3,1.0,True,1320,1448,26239,,,False,False,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4470,ad120151-second,Análise de dados 1 - UFCG - Second Round,"A partir do histórico de um aluno, prever se ele irá evadir ou não. Esse round é referente aos alunos de 2014.1 com período relativo 5.",Community,748,nan,06/12/2015 18:00:52,07/21/2015 23:59:00,,,,,True,False,False,True,50,0.0,FScoreMicro,F-Score (Micro),"Used for categorization when there are many categories per row, Mean F-score across the rows.",True,10,10,1,True,False,Knowledge,0.0,1,0.0,False,8,8,64,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4471,liberty-mutual-group-property-inspection-prediction,Liberty Mutual Group: Property Inspection Prediction,Quantify property hazards before time of inspection,Featured,755,nan,07/06/2015 15:57:32,08/28/2015 23:59:00,08/21/2015 23:59:00,08/21/2015 23:59:00,09/28/2015 23:59:00,,True,True,False,True,30,0.0,NormalizedGini,Normalized Gini Index,Gini value of predicted values divided by Gini of perfect values,True,5,2,3,False,True,USD,25000.0,3,1.0,True,2232,2358,45786,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4477,grasp-and-lift-eeg-detection,Grasp-and-Lift EEG Detection,Identify hand motions from EEG recordings,Research,751,nan,06/29/2015 16:24:34,08/31/2015 23:59:00,08/24/2015 23:59:00,08/24/2015 23:59:00,,,True,True,False,True,50,0.0,MCAUC,Mean Columnwise Area Under Receiver Operating Characteristic Curve,"Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]",True,4,2,20,False,False,USD,10000.0,3,1.0,True,378,451,4399,,,False,False,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4481,coupon-purchase-prediction,Coupon Purchase Prediction,Predict which coupons a customer will buy,Featured,761,Recruit Holdings,07/16/2015 00:45:00,09/30/2015 23:59:00,09/23/2015 23:59:00,09/23/2015 23:59:00,10/30/2015 23:59:00,,True,True,False,True,30,0.0,MAP@{K},MAP@{K},Mean Average Precision at K,True,5,2,20,False,True,USD,50000.0,3,1.0,True,1072,1188,18390,,,False,False,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4485,alta-geoloc-reprise,ALTA-Geoloc-Reprise,Identify expressions of locations in tweet messages.,Community,757,nan,07/07/2015 13:03:33,12/31/2017 23:59:00,,,,,True,False,False,True,50,0.0,FScoreMicro,F-Score (Micro),"Used for categorization when there are many categories per row, Mean F-score across the rows.",True,2,2,1,True,False,Knowledge,0.0,1,0.0,False,4,7,17,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4486,movie,Movie Recommendation,Tell Users Which Movies to Watch,Community,759,nan,07/09/2015 19:17:59,09/01/2015 23:59:00,,,,,True,False,False,True,50,0.0,AverageAmongTopP,AverageAmongTop{P},"Average value of response within top p percentage of observations, by group",True,10,10,20,False,False,Knowledge,1.0,1,0.0,False,7,8,8,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4487,springleaf-marketing-response,Springleaf Marketing Response,Determine whether to send a direct mail piece to a customer,Featured,771,nan,08/14/2015 14:23:08,10/19/2015 23:59:00,10/12/2015 23:59:00,10/12/2015 23:59:00,11/12/2015 23:59:00,,True,True,False,True,30,0.0,AUC,Area Under Receiver Operating Characteristic Curve,"Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]",True,5,2,20,False,True,USD,100000.0,5,1.0,True,2221,2482,39297,,,False,False,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4488,flavours-of-physics,Flavours of Physics: Finding τ  →  μμμ,Identify a rare decay phenomenon,Featured,764,nan,07/20/2015 22:50:02,10/12/2015 23:59:00,10/05/2015 23:59:00,10/05/2015 23:59:00,11/30/2015 23:59:00,,True,True,False,True,1,0.0,CernWeightedAuc,"Weighted AUC, with agreement check and correlation check",Weighted Area Under Receiver Operating Characteristic Curve,True,5,2,4,False,True,USD,15000.0,3,1.0,True,673,706,10124,,,False,False,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4493,dato-native,Truly Native?,Predict which web pages served by StumbleUpon are sponsored,Featured,767,nan,08/06/2015 21:33:47,10/14/2015 23:59:00,10/07/2015 23:59:00,10/07/2015 23:59:00,11/21/2015 23:59:00,,True,True,False,True,40,0.0,AUC,Area Under Receiver Operating Characteristic Curve,"Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]",True,3,2,20,False,True,USD,10000.0,1,1.0,True,273,339,3220,,,False,False,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4495,how-much-did-it-rain-ii,How Much Did It Rain? II,Predict hourly rainfall using data from polarimetric radars,Research,802,nan,09/17/2015 21:53:46,12/07/2015 23:59:00,11/30/2015 23:59:00,11/30/2015 23:59:00,01/30/2016 23:59:00,,True,True,False,True,30,0.0,MAE,Mean Absolute Error,Average of the absolute value of each individual error.,False,2,2,20,False,True,USD,500.0,1,1.0,True,587,691,8105,,,False,False,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4504,the-winton-stock-market-challenge,The Winton Stock Market Challenge,Join a multi-disciplinary team of research scientists,Featured,884,nan,10/27/2015 18:55:26,01/26/2016 23:59:00,01/19/2016 23:59:00,01/19/2016 23:59:00,02/09/2016 23:59:00,,True,True,False,True,17,0.0,WMAE,Weighted Mean Absolute Error,Weighted average of the absolute value of each individual error.,False,5,2,1,True,True,USD,50000.0,6,1.0,True,829,829,10717,,,False,False,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4520,comet-track-recognition-mlhep-2015,COMET track recognition [MLHEP 2015],Guess which points belong to signal track,Community,779,nan,08/25/2015 19:00:15,08/30/2015 14:45:00,,,,,True,False,False,True,50,0.0,AUC,Area Under Receiver Operating Characteristic Curve,"Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]",True,20,2,2,False,False,Knowledge,0.0,1,0.0,False,28,38,425,,,False,False,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4521,noaa-right-whale-recognition,Right Whale Recognition,Identify endangered right whales in aerial photographs,Research,782,NOAA,08/27/2015 22:57:00,01/07/2016 23:59:00,12/31/2015 23:59:00,12/31/2015 23:59:00,02/07/2016 23:59:00,,True,True,False,True,35,0.0,MulticlassLoss,Multiclass Loss,"Negative log likelihood divided by the number of observations--solution is true category label (0 to n-1), submission is columns where Jth row is pred. prob. of J. Normalizes submission rows so sum is 1.",False,5,2,20,False,True,USD,10000.0,3,1.0,True,364,470,4788,,,False,False,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4526,whats-cooking,What's Cooking?,Use recipe ingredients to categorize the cuisine,Playground,797,Kaggle,09/09/2015 17:04:06,12/20/2015 23:59:00,,,,,True,True,False,True,100,0.0,CategorizationAccuracy,Categorization Accuracy,Percentage of correctly categorized items,True,5,2,20,False,False,Knowledge,0.0,1,0.0,False,1387,1539,14294,,,False,False,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
